Establishment ID,Email on file,Postal First,Club,Business Building,Small Hotel,Small Restaurant,Large Hotel Chain,Concert Facility,Stadium/Sports Facility,Karaoke Bar,Other,Large Restaurant Chain,Days Since License Effective,Previous Infraction,Current Infraction
274,N,P,0,0,0,1,0,0,0,0,0,0,350,0,0
275,N,M,0,0,0,1,0,0,0,0,0,0,401,0,1
276,N,K,0,0,0,1,0,0,0,0,0,0,1843,0,0
277,N,K,0,0,0,1,0,0,0,0,0,0,438,0,0
278,N,K,0,0,0,1,0,0,0,0,0,0,1949,0,0
279,N,N,0,0,0,0,0,0,1,0,0,0,189,0,0
280,N,K,0,0,0,0,0,0,1,0,0,0,585,0,0
281,N,K,0,0,0,1,0,0,0,0,0,0,690,0,0
282,N,N,0,0,0,1,0,0,0,0,0,0,1654,0,0
283,N,L,0,0,0,1,0,0,0,0,0,0,306,0,0
284,N,L,0,0,0,1,0,0,0,0,0,0,269,0,0
285,N,P,0,0,0,0,0,0,1,0,0,0,34,0,0
286,N,K,0,0,0,0,0,0,1,0,0,0,1029,0,0
287,N,L,0,0,0,0,0,0,1,0,0,0,567,0,0
288,N,M,0,0,0,1,0,0,0,0,0,0,533,0,1
289,Y,K,0,0,0,1,0,0,0,0,0,0,232,1,0
290,N,L,0,0,0,1,0,0,0,0,0,0,909,0,0
291,N,K,0,0,0,1,0,0,0,0,0,0,1737,0,0
292,N,M,0,0,0,1,0,0,0,0,0,0,233,0,1
293,N,N,0,0,0,1,0,0,0,0,0,0,1759,0,0
294,N,M,0,0,0,1,0,0,0,0,0,0,617,0,1
295,N,K,0,0,0,0,0,0,1,0,0,0,703,0,0
296,N,K,0,0,0,1,0,0,0,0,0,0,679,0,0
297,Y,M,0,0,0,1,0,0,0,0,0,0,396,0,1
298,N,P,0,0,0,1,0,0,0,0,0,0,338,0,0
299,N,L,0,0,0,1,0,0,0,0,0,0,1868,0,0
300,N,K,0,0,0,1,0,0,0,0,0,0,1982,0,0
301,N,M,0,0,0,1,0,0,0,0,0,0,212,0,1
302,N,K,0,0,0,1,0,0,0,0,0,0,1034,0,0
303,N,K,0,0,0,1,0,0,0,0,0,0,463,0,0
304,N,K,0,0,0,1,0,0,0,0,0,0,436,0,0
305,N,K,0,0,0,1,0,0,0,0,0,0,1073,0,0
306,N,M,0,0,0,1,0,0,0,0,0,0,779,0,1
307,N,L,0,0,0,1,0,0,0,0,0,0,260,0,0
308,N,L,0,0,0,1,0,0,0,0,0,0,158,0,0
309,N,L,0,0,0,1,0,0,0,0,0,0,1075,0,0
310,N,M,1,0,0,0,0,0,0,0,0,0,102,0,1
311,N,N,0,0,0,1,0,0,0,0,0,0,703,0,0
312,N,L,0,0,0,1,0,0,0,0,0,0,251,0,0
313,N,L,0,0,0,1,0,0,0,0,0,0,457,0,0
314,N,K,0,0,0,1,0,0,0,0,0,0,180,0,0
315,N,M,0,0,0,1,0,0,0,0,0,0,132,0,1
316,N,N,0,0,0,1,0,0,0,0,0,0,127,0,0
317,N,K,0,0,0,1,0,0,0,0,0,0,2007,0,0
318,N,L,0,0,0,1,0,0,0,0,0,0,593,0,0
319,N,P,0,0,0,0,0,0,1,0,0,0,364,0,0
320,N,K,0,0,0,1,0,0,0,0,0,0,1026,0,0
321,N,N,0,0,0,1,0,0,0,0,0,0,1408,0,0
322,N,M,0,0,0,0,0,0,1,0,0,0,789,0,1
323,N,K,0,0,0,0,0,0,1,0,0,0,1044,0,0
324,N,K,0,0,0,1,0,0,0,0,0,0,227,0,0
325,N,N,0,0,0,1,0,0,0,0,0,0,618,0,0
326,N,L,0,0,0,0,0,0,1,0,0,0,1044,0,0
327,N,M,0,0,0,1,0,0,0,0,0,0,648,0,1
328,N,K,0,0,0,1,0,0,0,0,0,0,960,0,0
329,N,M,0,0,0,1,0,0,0,0,0,0,485,0,1
330,N,K,0,0,0,1,0,0,0,0,0,0,1947,0,0
331,N,P,0,0,0,1,0,0,0,0,0,0,383,0,0
332,N,L,0,0,0,1,0,0,0,0,0,0,62,0,0
333,N,M,0,0,0,1,0,0,0,0,0,0,287,0,1
334,N,K,0,0,0,0,0,0,1,0,0,0,207,0,0
335,Y,N,0,0,0,1,0,0,0,0,0,0,468,0,0
336,N,L,0,0,0,1,0,0,0,0,0,0,1343,0,0
337,N,M,0,0,0,0,0,0,1,0,0,0,151,0,1
338,N,L,0,0,0,0,0,0,1,0,0,0,1828,0,0
339,N,M,0,0,0,0,0,0,1,0,0,0,168,0,1
340,N,M,0,0,0,0,0,0,1,0,0,0,55,0,1
341,N,L,0,0,0,0,0,0,1,0,0,0,1164,0,0
342,N,M,0,0,0,1,0,0,0,0,0,0,794,0,1
343,N,L,0,0,0,0,0,0,1,0,0,0,15,0,0
344,N,N,0,0,0,1,0,0,0,0,0,0,1991,0,1
345,Y,M,0,0,0,1,0,0,0,0,0,0,417,0,1
346,N,M,0,0,0,1,0,0,0,0,0,0,157,0,1
347,N,N,0,0,0,1,0,0,0,0,0,0,130,0,0
348,N,N,0,0,0,1,0,0,0,0,0,0,774,0,0
349,N,M,0,0,0,1,0,0,0,0,0,0,509,0,1
350,N,N,0,0,0,1,0,0,0,0,0,0,1489,0,0
351,N,K,0,0,0,1,0,0,0,0,0,0,858,0,0
352,N,N,0,0,0,1,0,0,0,0,0,0,485,0,0
353,N,M,0,0,0,1,0,0,0,0,0,0,231,0,1
354,N,K,0,0,0,1,0,0,0,0,0,0,569,0,0
355,N,P,0,0,1,0,0,0,0,0,0,0,1998,0,0
356,N,M,0,0,0,1,0,0,0,0,0,0,635,0,1
357,N,K,0,0,0,1,0,0,0,0,0,0,1250,0,0
358,Y,L,0,0,0,0,0,0,1,0,0,0,350,0,1
359,N,N,0,0,0,1,0,0,0,0,0,0,497,0,0
360,N,M,0,0,0,1,0,0,0,0,0,0,261,1,1
361,N,L,0,0,0,1,0,0,0,0,0,0,200,0,0
362,N,K,0,0,0,0,0,0,1,0,0,0,772,0,0
363,N,M,0,0,0,1,0,0,0,0,0,0,989,0,1
364,Y,M,0,0,0,0,0,0,1,0,0,0,236,0,1
365,N,M,0,0,0,1,0,0,0,0,0,0,1214,0,1
366,Y,M,0,0,0,0,0,0,1,0,0,0,944,0,1
367,Y,L,0,0,0,0,0,0,0,1,0,0,173,0,0
368,N,K,0,0,0,1,0,0,0,0,0,0,678,0,0
369,N,P,0,0,1,0,0,0,0,0,0,0,1094,0,0
370,N,P,0,0,0,0,0,0,0,1,0,0,115,0,0
371,Y,P,0,0,0,1,0,0,0,0,0,0,1991,0,0
372,Y,M,0,0,0,0,0,0,1,0,0,0,218,0,1
373,N,L,0,0,0,0,0,0,1,0,0,0,56,0,0
374,N,M,0,0,0,0,0,0,1,0,0,0,410,0,1
375,N,N,0,0,0,1,0,0,0,0,0,0,273,0,0
376,N,K,0,0,0,1,0,0,0,0,0,0,1902,0,0
377,N,L,0,0,0,1,0,0,0,0,0,0,1895,0,0
378,N,N,0,0,0,1,0,0,0,0,0,0,445,0,0
379,N,N,0,0,0,0,0,0,1,0,0,0,993,0,0
380,N,N,0,0,0,1,0,0,0,0,0,0,1849,0,0
381,Y,M,0,0,0,1,0,0,0,0,0,0,982,0,1
382,N,L,0,0,0,0,0,0,1,0,0,0,709,0,0
383,N,P,0,0,0,1,0,0,0,0,0,0,658,0,0
384,N,M,0,0,0,1,0,0,0,0,0,0,437,0,1
385,N,M,0,0,0,0,0,0,1,0,0,0,127,0,1
386,Y,L,0,0,0,1,0,0,0,0,0,0,423,0,0
387,N,N,0,0,0,1,0,0,0,0,0,0,315,0,0
388,Y,M,0,0,0,0,0,0,1,0,0,0,685,0,1
389,N,K,0,0,0,1,0,0,0,0,0,0,459,0,0
390,N,N,1,0,0,0,0,0,0,0,0,0,357,0,0
391,N,L,0,0,0,1,0,0,0,0,0,0,149,0,0
392,N,M,0,0,0,1,0,0,0,0,0,0,234,0,1
393,N,L,0,0,0,1,0,0,0,0,0,0,411,0,0
394,N,M,0,0,0,1,0,0,0,0,0,0,513,0,1
395,N,M,0,0,0,0,0,0,0,0,0,1,659,0,1
396,N,P,0,0,0,0,0,0,0,1,0,0,187,0,0
397,N,M,0,0,0,1,0,0,0,0,0,0,61,0,1
398,N,N,0,0,0,0,0,0,1,0,0,0,69,0,0
399,Y,M,0,0,0,1,0,0,0,0,0,0,214,0,1
400,N,N,0,0,0,1,0,0,0,0,0,0,1930,0,0
401,N,L,0,0,0,0,0,0,1,0,0,0,617,0,0
402,N,M,0,0,0,0,1,0,0,0,0,0,246,0,1
403,N,N,0,0,0,0,0,0,1,0,0,0,192,0,0
404,N,M,0,0,0,0,0,0,1,0,0,0,97,0,1
405,N,K,0,0,0,1,0,0,0,0,0,0,1937,0,0
406,N,M,0,0,0,1,0,0,0,0,0,0,1960,0,1
407,N,L,0,0,0,1,0,0,0,0,0,0,627,0,0
408,N,K,0,0,0,1,0,0,0,0,0,0,31,0,0
409,N,M,0,0,0,1,0,0,0,0,0,0,52,0,1
410,N,M,0,0,0,1,0,0,0,0,0,0,674,0,1
411,N,P,0,0,0,1,0,0,0,0,0,0,1913,0,0
412,N,N,0,0,0,1,0,0,0,0,0,0,294,0,0
413,N,M,0,0,0,1,0,0,0,0,0,0,304,0,1
414,N,L,0,0,0,1,0,0,0,0,0,0,21,0,0
415,N,M,0,0,0,0,0,0,1,0,0,0,401,1,1
416,N,L,0,0,0,1,0,0,0,0,0,0,204,0,0
417,Y,K,0,0,0,1,0,0,0,0,0,0,637,0,0
418,N,L,0,0,0,1,0,0,0,0,0,0,381,0,0
419,N,M,0,0,0,0,0,0,1,0,0,0,312,0,1
420,N,K,0,0,0,1,0,0,0,0,0,0,295,0,0
421,Y,K,0,0,0,1,0,0,0,0,0,0,1254,0,0
422,N,K,0,0,0,1,0,0,0,0,0,0,181,0,0
423,N,K,0,0,0,1,0,0,0,0,0,0,2009,0,0
424,N,L,0,0,0,1,0,0,0,0,0,0,112,0,0
425,N,M,0,0,0,1,0,0,0,0,0,0,1911,0,1
